Beds,Baths,Basement,Parking Spaces,Garage Spaces,Carport Spaces,Lot Size SqFt,Price Sold,Kitchens,Fireplaces Total,Year Built (Est),SqFt Fin Total,SqFt Unfinished,Lot Size Acres,Sub area,Filename
5,4,1,3,2,0,9731,1550000,2,1,2004,3467,319,0,17,23846804
5,3,0,12,0,2,339768,1750000,2,1,1971,2880,1526,7,35,22472331
5,3,1,6,2,0,8150,1573000,2,2,1975,2696,307,0,12,24314874
6,3,1,3,0,1,6900,1825000,2,2,1921,3466,0,0,1,21942906
4,3,1,4,1,0,17414,1200000,2,1,1968,2257,250,0,11,20962292
4,2,1,2,0,0,6100,1251000,2,1,1958,1995,134,0,9,22068906
6,4,1,2,0,0,7175,1500000,2,3,1983,4681,0,0,12,21868229
5,4,1,6,1,0,11060,1699000,2,3,1963,3941,85,0,10,22166717
5,2,1,3,0,1,9285,1100000,2,1,1945,2387,152,0,32,22720840
4,3,1,3,0,1,6599,1011000,1,2,1972,2232,0,0,15,26015316
4,3,1,3,1,0,14943,1700000,2,4,1943,3461,216,0,16,22476871
6,3,0,3,2,0,8580,886000,2,2,1953,2801,0,0,32,21135809
4,2,1,5,1,0,7154,1170000,2,1,1949,1785,1785,0,10,22594406
5,3,1,3,0,3,8393,1135000,2,2,1979,2656,0,0,10,21604511
5,2,1,4,1,0,6551,1175000,2,1,1976,2215,0,0,15,21028247
5,3,0,3,0,0,7498,1170000,1,1,1979,2715,289,0,22,25859565
4,3,1,4,0,1,10366,951000,2,1,1954,1931,0,0,38,21782468
6,3,1,4,0,1,10358,1195000,2,1,1965,2900,0,0,38,21132933
4,3,1,2,1,0,9757,1050000,2,2,1968,2645,546,0,17,26035965
4,3,1,3,0,0,5650,995000,2,1,1959,1934,100,0,10,23352103
4,3,1,2,0,1,7441,999000,2,1,1966,2061,112,0,33,23341129
5,3,1,3,1,0,6559,1105000,2,1,1973,1957,397,0,15,24281270
4,3,1,2,1,0,10512,1508888,2,0,1953,2711,632,0,2,21440630
4,3,1,4,2,0,10900,1190000,2,1,1958,2503,520,0,12,26029768
6,3,1,4,1,0,9425,999999,2,2,1966,2637,296,0,39,21469276
4,3,1,4,2,0,24702,2155000,1,2,1968,3092,558,0,23,25926057
4,3,0,4,2,0,6051,1100000,1,1,1988,2077,441,0,38,26159540
5,5,0,6,2,0,7181,1510000,2,1,2021,2665,0,0,14,20644324
4,2,1,2,0,0,12870,945000,2,1,1947,2135,677,0,28,23768456
4,2,1,2,0,1,6000,1230000,1,1,1961,2087,68,0,23,26205167
3,4,1,4,2,0,20909,1325000,2,4,1956,3607,661,0,11,23147422
4,2,1,1,0,1,7649,1163350,2,1,1965,1748,628,0,18,24180328
4,5,0,2,2,0,10025,1918000,2,0,2012,3707,565,0,11,22445286
5,4,1,4,2,0,6502,1670000,2,2,2005,3362,603,0,12,22998212
4,2,1,2,0,0,6670,1385500,2,1,1928,1983,753,0,4,22754154
5,3,1,4,0,1,9908,1100000,2,1,1973,2270,0,0,22,20908891
4,4,0,4,2,0,6650,1520000,2,1,2022,3857,0,0,28,24143282
4,3,0,3,0,1,13779,1154000,2,2,1962,2173,0,0,36,21961290
4,3,1,2,0,1,6202,995000,2,1,1967,1836,0,0,13,21283176
3,4,0,4,2,0,11127,1425000,2,2,1990,2749,735,0,11,24400059
5,3,1,6,2,0,9975,1700000,2,2,1989,3027,485,0,7,22493726
4,2,1,3,0,1,11979,1150000,2,2,1957,2266,287,0,11,20956727
5,2,0,4,0,2,8469,841500,2,2,1985,2159,0,0,36,21244385
4,2,0,2,0,0,6446,920000,1,1,1984,1835,237,0,36,25978644
4,3,1,2,0,1,8400,1150000,2,2,1969,2448,0,0,12,24548351
4,3,1,2,0,1,6000,1282000,2,2,1974,2384,0,0,12,24494201
4,3,1,4,0,0,7865,1015000,2,0,1949,1888,141,0,19,21776136
6,3,1,3,1,0,10715,1858000,2,2,1963,2814,971,0,5,23007876
5,3,1,5,0,0,18131,1100000,2,1,1939,2754,1515,0,38,21770008
5,4,1,6,0,0,11472,1310828,2,1,1944,2717,0,0,11,21277459
5,6,0,3,1,0,8398,1550000,2,2,1987,3980,0,0,12,21210320
6,4,1,4,2,0,8722,1501000,2,3,1994,3686,0,0,21,22206145
5,2,1,6,2,0,9000,885000,2,0,1955,2276,572,0,19,20967633
2,1,0,2,1,0,9600,1020000,1,1,1957,909,0,0,12,26134201
4,3,1,3,0,1,10220,1999000,2,1,1953,3033,1146,0,2,24060172
5,2,1,2,0,0,6660,1040000,2,2,1976,2070,63,0,39,21915646
6,3,1,4,0,0,6234,935000,2,1,1917,2305,235,0,28,20936679
4,4,1,3,2,0,8641,1208000,2,1,1969,2663,80,0,11,20893920
4,2,1,4,0,0,6120,931000,2,1,1939,2110,215,0,28,21038073
5,2,1,3,1,0,10376,1180000,2,1,1955,2375,404,0,12,21665579
4,3,1,4,0,2,8750,1052000,2,2,1969,2339,129,0,12,23715414
5,2,1,3,0,0,6420,985000,2,1,1968,2087,163,0,15,21393619
4,3,1,5,2,1,11726,1320000,2,3,1970,2845,2845,0,17,23162987
4,3,1,3,1,0,7346,1115000,2,1,1986,2234,228,0,38,21633832
3,2,0,2,1,0,3778,1100000,2,1,2002,1651,0,0,13,22371948
4,2,1,2,0,0,7616,1200000,2,1,1958,1954,188,0,18,21981438
4,3,0,2,0,0,6000,1104000,2,1,1988,1642,0,0,12,26077680
5,3,0,5,2,0,19614,1600000,2,2,1980,3478,0,0,7,21873840
5,4,0,3,1,0,10030,1350000,2,1,1990,2765,1277,0,11,21186878
5,5,1,0,0,0,15040,1500000,2,1,1927,3214,1286,0,28,21091848
5,3,1,3,2,0,7000,1280000,2,3,1996,2766,0,0,13,21847410
5,2,1,6,0,1,9976,1135000,2,0,1959,2006,0,0,36,22993712
5,2,1,4,1,0,9709,1155000,2,1,1954,2982,133,0,16,24119658
5,2,1,1,0,1,6360,1300000,2,1,1960,2549,87,0,22,22634870
4,2,1,3,0,0,8689,1080000,2,1,1951,2358,0,0,32,22288694
5,3,1,4,3,0,10516,1225000,2,1,1979,2348,1177,0,36,24228876
4,2,1,2,1,0,6132,1000000,2,1,1952,1729,136,0,28,23438490
4,4,1,4,0,0,6384,1499900,2,2,1917,3574,0,0,28,24060942
5,2,1,1,1,0,6650,1100000,2,1,1942,1950,751,0,39,22573811
4,3,1,3,0,0,6250,1240000,2,1,1941,2235,0,0,28,23864317
3,2,1,4,1,0,4004,986000,2,0,2002,1690,0,0,13,21917804
5,2,1,4,0,2,7673,971000,2,2,1961,2526,302,0,17,21440848
3,2,0,2,0,0,6000,850000,1,0,1963,1385,107,0,18,25982219
6,4,1,5,2,0,14374,2080000,2,2,2002,4862,511,0,11,20863457
4,2,1,2,0,0,12284,930000,2,0,1923,1672,68,0,16,21805606
3,3,0,2,1,0,6600,1315000,2,1,1946,1861,352,0,9,22437744
5,3,1,6,2,0,10054,1196000,2,1,1959,2909,612,0,13,22354925
5,4,1,2,2,0,8482,1397000,2,3,1992,3628,592,0,12,21167524
5,3,0,2,1,0,6134,1324900,2,2,1974,2506,241,0,12,24468667
6,3,1,4,0,1,6350,1030000,2,1,1928,2575,100,0,32,22188931
6,5,1,5,2,0,12196,1820000,2,3,1960,4475,896,0,23,22158844
4,2,1,4,0,1,5400,850000,2,1,1952,1771,0,0,9,21094783
4,2,1,2,0,0,5280,1342000,2,1,1941,2705,35,0,4,24439473
5,2,0,4,0,0,6620,1315000,2,1,1940,2220,0,0,39,24559027
4,4,1,4,3,1,10401,1450000,2,2,1997,2756,1048,0,38,21842721
7,3,1,0,0,0,5226,1199900,2,0,1912,2404,136,0,3,22583543
5,3,1,4,0,1,8866,1100000,2,1,1959,2544,88,0,27,21746514
6,2,1,6,0,0,6750,885000,2,1,1947,2499,198,0,16,20978293
4,3,1,3,0,0,6600,959000,2,1,1912,2492,0,0,39,24315982
5,3,1,4,0,1,6820,1099000,2,1,1968,2342,45,0,39,21941918
4,1,1,1,0,0,6700,781000,2,1,1976,1914,0,0,39,25899643
5,2,1,7,1,1,8179,1040000,2,1,1965,2268,636,0,13,21269766
6,3,1,4,0,0,6172,1175000,2,2,1978,2549,0,0,17,21310352
5,3,1,2,0,2,10925,1439000,2,2,1976,2445,284,0,12,24293064
5,4,1,3,0,0,13068,1252000,2,1,1928,2904,282,0,38,22202875
6,3,1,6,0,0,10890,1079000,2,1,1953,2276,241,0,13,22180495
5,2,1,1,0,0,3500,1485000,2,1,1913,3001,1,0,3,21192009
6,4,1,5,0,0,7554,1050000,2,1,1987,2662,2662,0,16,21051402
6,3,1,5,2,0,12197,1358000,2,2,1962,3247,160,0,15,23001389
5,3,1,5,1,0,11734,1100000,2,2,1976,2592,227,0,39,22160597
7,4,1,5,0,0,14994,1480000,2,2,1950,3886,195,0,17,23649076
4,2,1,5,1,1,7920,1170000,2,2,1962,2542,85,0,10,23381605
3,2,1,3,1,0,9397,815000,2,1,1952,1681,44,0,39,21134098
5,2,1,3,0,0,6000,1130000,2,2,1961,2258,0,0,16,20872296
6,4,1,3,1,0,10772,1325000,2,1,1913,3980,415,0,38,21397818
5,3,0,4,1,0,6345,1300000,2,2,1977,2508,697,0,12,22864015
4,2,1,4,0,0,6000,1300000,2,1,1960,2127,64,0,10,24659037
4,3,1,3,0,1,6030,960000,2,1,1986,2073,0,0,16,21346801
5,4,0,8,2,0,6895,1776000,2,1,2018,3149,0,0,38,21962458
4,2,1,3,1,0,7259,1253000,2,1,1959,2045,118,0,8,23298760
6,3,1,10,0,0,18317,1780000,2,2,1975,2785,1870,0,30,22643431
5,4,1,3,1,1,9779,1365000,2,2,1967,2800,981,0,12,21798602
5,4,1,6,1,0,6000,999000,2,2,1987,2980,235,0,27,21508950
3,3,0,3,0,1,6100,1027500,2,2,1975,2349,110,0,15,23186803
4,4,1,2,1,0,4418,1180000,2,1,2001,2213,387,0,9,22908858
4,2,1,4,0,0,9028,900000,2,1,1942,2489,1055,0,32,21513778
3,2,0,1,1,1,6605,920000,1,1,1951,1096,0,0,9,25985861
4,4,1,4,0,0,12270,2070000,2,1,2002,3511,400,0,11,22154996
5,3,1,1,1,0,27007,1550000,2,0,1952,1938,330,0,17,22714572
7,4,1,3,0,0,8937,1327500,2,1,1931,2961,62,0,9,21450550
3,3,1,2,2,0,5554,1325000,1,1,2004,2104,705,0,36,26046895
4,2,1,4,0,0,7741,911000,2,1,1940,2093,92,0,32,24335603
4,2,1,3,1,0,6000,1101000,2,1,1959,1895,1,0,28,22788679
6,4,1,4,2,0,11172,1340000,2,1,1984,3458,577,0,33,22397750
4,2,1,1,1,0,10920,885000,2,0,1956,1747,299,0,18,20769623
3,2,1,5,2,0,281398,1670000,2,1,1989,2557,1552,6,30,21620636
5,2,1,1,1,0,5998,1225000,2,1,1967,2088,463,0,12,22250494
4,2,1,3,1,0,10556,1388000,2,1,1950,2330,610,0,12,22327229
4,3,0,3,2,0,6415,1450000,2,1,2001,2356,888,0,13,23045206
6,3,1,4,2,0,10849,1340000,2,2,1968,2973,215,0,12,21944932
4,4,1,2,0,0,6266,1500000,2,0,1958,2485,0,0,9,21442732
4,3,0,3,1,0,9540,1387000,2,2,2008,2575,371,0,11,21196525
4,3,1,4,2,0,8083,1340000,2,2,2005,3242,449,0,38,21766344
4,3,1,2,0,0,6384,1270000,2,0,1937,1929,275,0,28,24655803
4,2,1,6,0,1,12758,1150000,2,1,1954,2214,687,0,19,22900548
3,2,1,2,0,2,7000,1245000,2,2,1978,2599,63,0,9,21106895
4,2,1,6,0,0,5900,940000,2,1,1959,2205,0,0,9,24408528
5,3,1,4,2,0,11101,1050000,2,2,1969,3050,571,0,16,21257101
4,3,1,6,0,2,7198,985000,2,2,1974,2078,560,0,27,23321006
5,2,1,2,1,0,9320,1169900,2,2,1959,2220,0,0,14,24169108
3,2,0,2,2,0,9068,1050000,1,2,1988,1835,0,0,33,25831011
5,3,0,4,2,0,6176,1135000,2,1,1990,2303,0,0,33,21849739
4,3,1,6,0,0,6120,1210000,2,1,1947,2715,108,0,28,22195184
6,4,0,3,3,0,9778,1495000,2,2,1981,4321,459,0,17,20868847
4,3,0,4,2,0,6360,1589000,2,2,1976,2357,776,0,12,22555905
5,3,1,3,0,0,6000,1229000,2,1,1976,2307,0,0,12,22206930
4,3,0,4,2,0,7439,1190000,1,2,1979,2090,0,0,12,25985285
3,3,0,4,1,0,7061,1150000,1,1,1978,1919,1919,0,12,25979560
5,2,1,4,2,0,6760,921000,2,0,1961,2094,156,0,19,21150736
5,2,1,4,0,0,7680,1504000,2,1,1966,2284,0,0,4,21215572
3,2,1,2,0,0,6795,778000,2,1,1954,2339,102,0,10,21455127
5,2,1,4,0,0,5324,900000,2,1,1945,1958,201,0,14,23301448
5,3,1,2,2,0,9988,1543500,2,2,1976,2935,0,0,12,24195358
5,3,1,4,2,0,11526,1413000,2,2,1979,2372,0,0,36,22408158
6,2,1,3,1,0,8829,1275000,2,1,1959,2170,248,0,16,22604285
4,3,1,6,2,0,6105,1240000,2,1,1997,2188,0,0,38,26149449
4,2,1,3,1,0,8280,920000,2,1,1954,1835,0,0,19,25875873
4,2,1,4,0,1,6000,852900,2,1,1957,1767,0,0,32,21411381
5,2,1,5,1,0,10080,1050000,2,1,1969,2194,325,0,27,23751000
4,3,1,1,1,0,5400,1275000,2,1,1951,2126,451,0,9,22885035
3,2,1,4,2,0,16024,1795000,1,3,1980,2793,441,0,23,26161227
4,3,1,3,0,0,8374,999000,2,1,1969,2446,397,0,38,24681555
5,3,1,5,1,0,10479,1400000,2,2,1974,2431,486,0,17,21660731
8,5,1,5,1,0,6030,1570100,2,2,1974,3123,310,0,15,22533970
5,4,1,3,1,0,9360,1175000,2,1,1986,2542,234,0,27,21385387
4,2,1,4,0,1,6565,967500,2,1,1962,2242,0,0,28,23966729
6,3,1,2,1,0,6000,975000,2,2,1975,2484,33,0,27,23781961
6,3,1,2,0,0,6970,1280000,2,1,1938,2926,844,0,3,20670810
6,4,1,4,0,2,10129,1942515,2,1,2004,4430,289,0,11,23405972
5,4,0,2,1,0,8754,1479900,2,2,1993,3419,1786,0,38,26027297
5,3,1,1,0,0,6117,1220000,2,0,1958,2015,0,0,32,22590993
6,3,1,2,0,0,4908,870000,2,1,1934,2755,0,0,9,21231032
5,2,1,6,2,0,9959,999800,2,1,1963,2060,0,0,33,22917161
4,2,1,4,0,2,8160,1250000,2,1,1946,2524,1289,0,16,22376853
5,3,1,2,2,0,7383,1207090,2,2,1991,2840,596,0,38,20746129
4,2,1,2,0,0,20627,1270000,2,1,1961,1932,569,0,33,22141682
5,2,1,3,0,0,9898,960000,2,1,1965,2128,28,0,11,24194981
4,3,1,1,0,0,6250,1470000,2,1,1908,2528,78,0,3,24502451
6,4,1,2,2,0,6360,1458000,2,1,2002,2857,833,0,39,22629574
4,3,1,6,2,0,16322,1790000,2,3,1964,3412,536,0,11,23372569
4,2,1,2,0,0,9477,1300000,2,1,1950,1974,0,0,3,21215085
5,2,1,2,0,0,8250,1026000,1,1,1956,1876,0,0,10,26173050
4,2,1,3,0,0,7104,880000,2,1,1964,2293,931,0,10,23416755
6,4,1,4,2,0,8224,1470000,2,2,2004,3253,465,0,38,24323393
6,4,0,4,2,0,8378,1888000,2,3,1992,3826,0,0,12,22083085
4,2,1,4,0,0,11783,1190000,2,1,1969,2408,0,0,12,21592518
6,3,1,2,0,1,11625,1515000,2,1,1957,2787,0,0,2,24438144
5,3,0,3,0,0,10682,1210000,2,1,1937,2090,0,0,16,24560492
7,2,1,3,0,0,6905,910000,2,1,1945,2200,0,0,12,24238293
5,3,0,4,0,1,14375,1265000,2,2,1972,3479,391,0,7,23518369
4,4,1,4,2,0,13680,2078000,1,1,1958,2187,581,0,2,26013556
5,2,1,4,0,1,8400,1152000,2,1,1961,2445,139,0,18,21031319
3,3,1,3,0,2,23133,1680000,2,2,1963,2632,254,0,12,26005565
5,3,1,4,0,1,12543,1365000,2,1,1970,2642,0,0,11,23037784
4,3,1,4,2,0,12545,1201000,2,2,1986,2763,1083,0,10,21724630
5,3,1,3,1,0,10275,1490000,2,1,1939,3212,0,0,0,21019466
4,2,1,1,0,0,6607,1080000,2,1,1964,2216,494,0,19,22869355
7,7,1,8,3,0,18730,1740000,2,4,1994,5483,226,0,7,21170269
6,3,1,6,0,3,6074,1020000,2,1,1975,2344,1069,0,27,21821453
4,2,1,4,0,0,9516,1179000,2,1,1959,2206,372,0,30,26153584
5,3,1,2,0,0,6000,1020000,2,1,1976,2492,377,0,17,26100419
2,3,0,4,2,0,10962,750000,2,1,1949,2972,666,0,38,22029908
3,2,1,4,2,0,5600,880000,2,1,1947,1770,580,0,26,23778902
6,3,1,2,0,1,10053,1670000,2,2,1976,3071,34,0,12,22714968
3,3,1,4,0,1,8375,1175000,2,1,1957,2052,135,0,11,24441466
2,2,0,3,1,0,15467,859000,2,1,1925,1575,430,0,38,24353333
4,4,1,4,1,0,6000,1700000,2,2,1992,3189,511,0,9,22157102
6,3,1,4,0,0,17633,2000005,2,1,1938,3089,0,0,9,22201231
4,3,0,5,3,0,8993,1150000,2,0,1956,2766,743,0,38,23307977
7,6,1,7,2,0,9420,1999800,2,1,2000,4930,1402,0,12,21971671
5,2,1,2,0,0,6342,910000,2,1,1938,1826,233,0,19,21160270
6,4,1,6,0,1,30928,1495000,2,2,1977,4033,924,0,7,21018577
5,4,1,4,2,0,7050,1510000,2,1,1936,2816,715,0,28,21970878
5,2,1,3,0,0,12914,1400000,2,1,1964,2074,473,0,12,22987454
5,2,1,2,0,0,6120,947000,2,1,1912,2255,458,0,28,21693443
5,4,1,6,2,0,11764,1968000,2,2,1987,3921,2154,0,12,23847487
4,3,1,2,1,0,9040,1175000,2,2,1965,2385,0,0,12,21443131
6,3,1,2,2,0,6460,1408000,2,1,1976,2552,0,0,5,22224215
5,3,0,6,0,2,6048,1288889,2,1,1981,2607,420,0,39,22720053
5,3,0,2,1,0,6000,1085000,2,2,1976,2435,0,0,15,21511932
5,2,1,4,0,0,6000,925000,2,0,1948,2148,0,0,27,22430946
5,2,1,1,0,0,4715,750000,2,1,1915,1756,595,0,37,21799669
4,3,1,5,2,0,10195,1550000,2,3,1991,2974,0,0,21,21798915
5,3,1,6,0,0,6911,1175000,2,1,1936,2325,558,0,37,23740818
5,2,1,2,1,0,5750,1600000,2,2,1938,2511,0,0,0,21661659
5,3,1,2,0,1,9081,1265000,2,2,1970,2439,327,0,13,22173863
4,2,1,4,0,0,6120,920000,2,2,1955,1835,226,0,28,21689662
4,2,1,4,0,0,6500,999999,2,1,1957,1800,0,0,27,24205481
3,2,1,3,0,0,6000,1165000,2,1,1944,2233,105,0,22,22850833
6,4,1,2,2,0,9950,1580000,2,3,1989,4414,0,0,11,20929395
4,2,1,4,1,0,6600,1305000,2,2,1953,2038,550,0,9,22057068
4,3,0,4,0,0,13654,1240000,2,1,1949,2298,322,0,10,23947572
4,2,1,3,1,0,6970,1085000,2,1,1955,1978,412,0,28,20972493
5,2,1,2,0,0,7150,1480000,2,2,1965,2511,210,0,18,22645401
6,3,1,4,2,0,7841,1130000,2,2,1993,3193,0,0,14,21225694
5,4,1,4,3,0,8285,1125000,2,2,1959,3172,1045,0,16,23290569
4,3,1,3,1,0,8923,950000,2,1,1949,2213,336,0,17,21429703
5,4,1,3,0,1,10221,1235200,2,1,1946,3244,181,0,17,22391410
6,5,0,5,2,0,6000,1747500,2,1,2018,2855,448,0,9,20732631
6,3,1,4,0,0,6000,1420000,2,1,1974,2208,0,0,12,22233940
5,2,1,4,0,1,8500,1025000,2,1,1950,1789,539,0,10,23522378
5,3,1,6,2,0,7779,1100000,2,1,2003,2649,493,0,32,21543294
3,3,1,2,0,0,8725,1021000,2,2,1971,2503,649,0,38,20979416
5,3,1,4,0,0,6950,1300000,2,1,1930,2065,255,0,28,22193825
6,3,0,2,0,2,12891,1580000,2,1,1964,3047,1339,0,12,22284601
4,4,1,5,2,0,18003,1850000,2,1,1959,2003,583,0,5,23440352
5,2,0,5,2,0,6000,1013000,2,2,1968,2410,531,0,22,21218678
4,3,1,4,1,0,8158,1195000,2,1,2010,1898,296,0,32,22665545
5,2,1,2,0,0,9201,1002500,2,1,1965,2296,220,0,33,21403238
6,4,1,2,2,0,12029,1690000,2,2,1981,4402,541,0,2,20791084
7,4,1,6,1,0,6650,1200000,2,2,1958,2891,102,0,28,22406571
5,3,1,4,2,0,7200,998000,2,2,1976,2298,1231,0,13,21272784
6,3,1,1,0,0,6462,1405000,2,1,1976,2342,0,0,15,22124203
5,3,1,2,2,0,8893,1010000,2,1,1985,2400,250,0,14,21486757
3,3,1,1,0,0,10970,940000,2,1,1935,2391,396,0,16,21071764
4,3,1,2,2,0,7153,1532777,2,2,1996,2972,1374,0,14,21130301
3,3,0,3,0,0,6912,894900,2,2,1986,2078,0,0,36,21403950
4,4,1,6,2,0,8201,1535000,2,1,1980,2479,217,0,17,22741870
4,2,1,6,1,1,8250,1107500,2,1,1954,2206,1199,0,10,21371028
4,2,1,6,0,0,16740,1000000,2,1,1922,1503,53,0,34,22775776
4,2,1,5,0,0,5749,830000,2,0,1942,1796,0,0,34,21007795
4,4,1,6,2,0,10132,1765700,2,2,1969,2704,694,0,11,22426408
4,3,1,1,1,0,6000,950000,1,2,1975,1984,235,0,12,26022814
4,5,1,5,2,0,7158,1150000,2,2,2000,3248,478,0,17,20905275
4,3,1,4,2,0,7107,1484000,2,1,1993,2714,0,0,10,24235070
3,3,0,3,1,0,8180,1225000,2,1,1986,2032,0,0,14,22861656
4,2,1,3,2,0,9384,1150000,2,1,1964,2150,0,0,13,22165359
3,4,1,4,1,0,6189,2100000,2,1,2006,3394,1040,0,19,22449805
4,3,1,2,1,0,6098,1180000,2,2,1978,2178,256,0,16,21095692
4,4,1,4,2,0,10003,1730000,2,4,1994,4090,0,0,18,23412283
5,3,1,3,1,0,6248,1235000,2,2,1976,2292,316,0,5,22992852
5,3,1,4,1,0,7780,1111000,2,1,1972,1956,1956,0,15,21905817
5,3,0,5,0,0,5750,875000,2,1,1940,1778,0,0,39,20797795
5,5,1,3,3,0,10454,1650000,2,2,1996,4166,754,0,7,20490002
5,2,1,5,1,0,8714,895000,2,1,1959,2318,699,0,27,21668723
2,2,0,2,1,0,8263,850000,1,1,1987,1357,0,0,14,26135503
4,3,1,5,5,0,10454,1675000,2,3,1990,3205,1004,0,21,22142637
4,2,1,4,0,0,6000,1104000,2,1,1954,2246,64,0,22,24548716
5,3,1,4,2,0,11000,1240000,2,1,1973,3115,1110,0,12,21681400
5,2,1,0,0,0,6250,1160000,2,1,1913,2096,90,0,3,21132203
4,2,1,2,1,0,6000,910000,2,1,1979,1798,0,0,14,21922683
5,3,1,6,0,0,10583,1085000,2,2,1975,2551,0,0,12,21197752
6,4,1,4,2,0,5750,1925000,2,1,1994,3434,0,0,0,21832116
6,3,1,2,2,0,10218,1857000,2,1,1923,3090,138,0,8,22849861
4,2,1,2,0,1,8142,1179000,2,1,1962,1780,542,0,18,22875838
4,2,1,3,0,0,7100,1000000,2,1,1957,2553,133,0,19,21181529
4,3,1,2,2,0,6300,899000,2,1,2001,2294,889,0,31,20793524
6,2,1,3,0,0,6810,885000,2,2,1958,2324,250,0,14,21327980
4,3,1,3,0,0,8400,1449000,2,1,1954,2770,61,0,2,25977406
5,3,1,4,2,0,7169,1271000,2,2,2005,3021,469,0,38,20958273
4,3,1,1,1,0,6500,1953000,2,2,1936,3152,314,0,4,21899147
5,4,1,6,0,2,10358,1300000,2,2,1976,3169,724,0,6,21897262
4,3,1,6,3,0,8720,1750000,2,1,1987,3300,1205,0,12,22435177
5,3,1,4,0,0,7767,1425900,2,1,1964,2099,0,0,15,22462100
4,2,1,2,0,0,21748,1180000,2,1,1953,1926,207,0,16,22617119
5,4,1,3,2,0,10010,1950000,1,2,2002,3740,1462,0,11,25895833
5,3,1,2,0,2,8480,1528000,2,1,1961,2529,380,0,5,21502349
3,3,1,2,0,0,6000,945000,2,2,1972,1885,0,0,26,26125559
4,2,0,3,0,0,8387,1125700,2,1,1969,2196,0,0,15,21592837
6,4,1,5,2,0,13939,2375000,3,2,2019,3728,442,0,7,26029669
