Beds,Baths,Basement,Parking Spaces,Garage Spaces,Carport Spaces,Lot Size SqFt,Price Sold,Kitchens,Fireplaces Total,Year Built (Est),SqFt Fin Total,SqFt Unfinished,Lot Size Acres,Sub area,Filename
4,4,0,3,2,0,8238,1615000,2,2,1980,2828,1432,0,36,24380146
4,4,1,5,2,0,10481,1507000,2,2,1994,2944,675,0,36,21539653
4,3,0,3,2,0,9698,1500000,2,2,1980,2815,1874,0,13,23275269
4,3,1,5,2,0,15314,1567000,2,2,1964,4081,0,0,11,22102301
5,2,1,5,0,0,8447,1075000,2,1,1963,2200,0,0,36,24285101
4,2,1,5,1,0,9723,1065000,2,1,1949,2722,420,0,18,21436154
3,3,1,4,0,0,10296,1220000,2,1,1932,2186,974,0,16,23092284
7,6,1,3,0,0,9986,1610000,2,1,2015,3210,0,0,12,26034146
5,3,0,6,2,0,11213,1403000,2,1,1975,3099,0,0,16,22478152
3,2,1,2,0,0,5189,770000,2,0,1955,1794,200,0,39,24439316
4,2,1,3,1,0,6970,1191000,2,1,1955,1978,412,0,28,23609021
4,3,0,0,0,0,5884,1060000,1,1,1980,1759,0,0,32,25893463
6,3,1,3,0,0,5625,905000,2,0,1987,2542,0,0,39,20904013
5,4,1,2,2,0,11421,1450000,2,0,1997,2334,509,0,38,22497170
5,5,1,3,1,0,6000,1604000,2,1,2021,2714,560,0,19,21426165
4,3,1,3,0,0,11090,1310000,2,3,1968,2753,0,0,12,21860869
5,3,0,3,0,0,10019,1276000,2,0,1989,2128,0,0,21,22110554
4,2,1,3,0,0,5600,1290000,2,1,1940,2093,0,0,39,22384282
6,2,1,5,0,1,5032,957750,2,1,1972,2457,221,0,27,21667160
4,4,1,6,2,0,25265,1448000,2,2,1986,3704,99,0,7,21642449
6,4,1,3,0,1,11515,1170000,2,1,1972,2383,352,0,12,20944449
5,2,1,4,0,1,8400,880000,2,1,1964,1822,0,0,14,20890112
4,2,1,1,1,0,11160,1627000,2,2,1950,2469,787,0,8,22285977
5,3,1,4,1,0,8689,1110000,2,2,1967,2310,591,0,32,21798026
5,3,1,1,0,1,6780,835000,2,1,1975,2422,466,0,27,20861891
6,3,1,2,1,0,7158,1114000,2,2,1988,2824,0,0,38,23363497
5,3,1,2,0,0,9800,1299000,2,1,1974,2490,170,0,12,20996030
5,3,1,4,1,0,8059,1595000,2,1,1957,2604,229,0,8,21609767
6,5,1,3,2,0,9111,1190000,2,2,1971,3989,1482,0,10,23499201
5,2,0,4,0,0,8857,1025000,2,0,1985,2196,171,0,7,23284531
5,4,0,5,2,0,6954,1200000,2,1,2002,2615,525,0,38,26014565
6,4,0,4,2,2,10510,1749000,2,2,1991,3442,0,0,38,22716756
5,4,1,5,2,0,9440,1179000,2,1,1993,2566,431,0,38,20799934
3,2,1,3,1,0,4918,975000,2,1,1900,1371,587,0,19,22229479
5,3,1,4,0,0,6482,1150000,2,1,1947,1955,0,0,19,22329763
5,3,1,2,0,1,6623,1249000,2,2,1973,2544,0,0,12,24020825
5,2,1,2,0,0,6800,830000,2,1,1955,2046,1,0,16,21467681
3,2,0,4,1,0,6022,780000,1,1,1985,1283,195,0,18,25872066
3,3,1,2,0,2,6760,999000,1,1,1980,1989,282,0,16,26054264
3,2,1,3,0,1,5000,1155000,2,1,1935,1625,285,0,11,21764393
5,3,0,5,1,0,7850,1250000,2,1,2000,3098,359,0,28,20996668
6,3,1,4,2,0,16135,1950000,2,2,1973,3597,858,0,16,25979904
4,2,1,2,0,0,6108,880000,2,0,1976,2182,0,0,39,24099739
4,3,1,4,2,0,6023,1099900,2,1,1983,2236,397,0,13,24315636
4,3,1,2,0,1,4289,1026000,2,0,1975,1939,560,0,32,21711158
5,3,1,5,0,0,7893,1100000,2,1,1959,2156,100,0,27,21856415
7,5,1,4,2,0,7228,1240000,2,2,2001,3924,400,0,30,21249763
7,4,1,4,0,0,8400,1198500,2,1,1963,2787,436,0,12,21552929
3,3,0,2,1,0,3667,1200000,2,1,2021,1758,230,0,5,20812317
4,3,1,7,0,0,8056,1050000,2,0,1955,2029,272,0,39,24454631
5,3,1,3,1,0,8411,1190000,2,1,1970,1993,127,0,17,26114796
7,3,1,2,0,0,4908,1050000,2,1,1934,2643,0,0,9,24011051
4,2,1,2,1,0,7512,960000,2,1,1949,1593,315,0,9,21380867
5,4,0,5,2,0,7168,1700000,2,1,2021,2629,423,0,14,21942308
4,3,1,3,1,0,6000,1250000,2,1,1990,2506,671,0,33,22278246
4,3,0,4,2,0,4198,1019000,2,1,2001,1897,359,0,13,24164644
5,3,1,3,0,0,7717,1130000,2,1,1978,2310,0,0,15,20974571
6,3,1,3,0,1,8497,1250000,2,1,1971,2451,285,0,11,23851636
6,3,1,3,0,0,6000,1400000,2,0,1939,3069,0,0,19,24467955
5,2,1,4,0,0,5750,1053000,2,1,1921,2423,615,0,28,22966433
6,2,1,2,0,1,11571,1245000,2,2,1965,2585,495,0,5,21586106
5,4,0,6,2,0,9022,1310000,2,2,1980,2414,390,0,12,21305862
4,2,1,4,1,0,9100,1133000,2,2,1962,1903,1903,0,33,22229492
8,5,1,3,2,0,6630,1560000,2,2,2016,4135,448,0,27,21052808
5,3,1,6,2,0,95832,1880000,2,1,2006,3541,587,2,40,21068807
5,3,1,5,1,0,7906,1200000,2,1,1965,2471,0,0,18,20892605
5,3,0,4,2,0,8471,1355000,2,2,1987,2785,623,0,38,21911820
4,5,1,4,2,0,12976,1500000,2,2,1956,2821,1430,0,38,24895282
5,3,1,4,2,0,10680,1440000,2,2,1988,3327,268,0,7,23818889
4,3,1,2,2,0,31950,1840000,2,1,1957,2618,126,0,11,26128481
3,3,1,3,0,1,16371,985000,2,0,1961,2345,597,0,38,21334596
6,3,1,2,1,0,6098,1187500,2,2,1975,2459,207,0,5,21034902
5,3,1,2,2,0,6000,1370000,2,1,2002,2620,364,0,18,24222325
5,4,1,4,2,0,9094,1840000,2,2,1978,3286,0,0,18,21472993
6,4,1,4,1,0,6000,1400000,2,1,1957,2712,399,0,9,21576950
6,4,0,4,2,0,6142,1395000,2,1,2008,2602,403,0,16,25895961
5,6,1,4,2,0,10075,1820000,2,2,1989,4472,832,0,12,24423586
4,2,1,6,0,1,11824,1174900,2,1,1965,2043,253,0,33,24598188
3,3,1,3,1,0,6000,1345000,2,2,1975,2122,580,0,12,22598762
4,2,1,2,1,0,6408,1105000,2,2,1962,2134,294,0,28,22769791
5,4,1,2,2,0,5726,1299000,2,0,2004,2693,400,0,13,21707054
4,4,1,3,2,0,6027,1499000,2,1,2021,2933,484,0,13,21815980
4,2,0,3,1,0,7000,1141000,2,1,1968,1794,568,0,9,20982811
4,3,1,2,2,0,10362,1300000,2,2,1976,2382,803,0,12,20945183
3,2,0,2,1,0,6454,811000,2,1,1948,1322,329,0,27,21719279
4,2,1,2,0,0,7277,945000,2,2,1912,2037,588,0,9,21833449
3,2,1,3,0,1,6858,998000,2,2,1949,2313,49,0,17,21964545
3,3,0,5,2,0,4991,1197500,1,1,2008,1980,388,0,27,25978440
4,2,1,4,0,0,6000,899900,2,1,1965,1734,0,0,19,21078983
6,4,1,4,0,1,9250,1225000,2,1,1917,2791,0,0,39,22446108
4,3,0,3,2,0,9877,1463800,2,2,1966,2037,52,0,12,23072714
4,3,1,4,2,0,16912,1250000,2,2,1955,2535,719,0,11,21261369
4,3,1,2,1,0,8385,1050000,1,2,1975,2901,0,0,12,26136491
8,4,1,2,0,1,6217,1312000,2,0,1973,3524,146,0,12,21880904
4,2,0,4,0,0,6840,871213,2,1,1987,1866,0,0,26,22336140
5,3,1,4,0,0,12543,1100000,2,2,1974,2671,0,0,17,21045768
4,3,1,3,0,1,11173,885000,2,1,1960,1924,50,0,39,20779969
6,2,1,2,2,0,7575,1128000,2,1,1981,2080,461,0,15,21737602
6,3,1,2,0,1,6300,1250000,2,1,1967,2192,0,0,18,23584848
5,3,1,3,0,1,7998,969000,2,1,1965,2203,53,0,14,21300137
5,3,1,2,2,0,8359,1495000,2,2,1973,2320,1,0,12,22432060
5,2,1,4,1,0,6615,1050000,1,0,1957,1872,318,0,18,26037421
6,3,1,2,1,0,7420,1260000,2,1,1966,2295,0,0,15,24290050
3,2,1,3,0,1,5600,831000,1,2,1955,1627,429,0,39,25473515
6,3,1,5,1,0,7920,1325000,2,1,1954,2133,323,0,10,22346078
4,3,1,2,1,0,10092,1250000,1,2,1968,2192,600,0,12,26130589
4,3,0,6,2,0,12013,1387000,1,2,1979,2512,0,0,7,25975245
5,3,1,2,0,2,7566,999999,2,2,1979,2525,0,0,14,21068367
8,3,1,14,2,0,10019,1178000,2,1,1960,2930,773,0,33,21035048
5,2,1,3,0,0,6000,1029000,2,2,1959,2080,0,0,9,24098852
4,2,1,2,1,0,9030,1049900,1,1,1962,1751,705,0,18,25779849
4,4,0,3,2,0,4961,1230000,2,1,2019,1993,749,0,13,25873561
3,3,1,3,0,0,10695,1100000,2,0,1957,1943,387,0,38,22428132
4,3,1,4,1,0,5885,1100000,2,2,2004,2962,0,0,13,21029131
3,3,1,2,0,1,6600,1650000,2,2,1912,2531,0,0,4,20985969
4,3,1,3,0,1,7866,1280000,2,2,1977,1994,0,0,15,22479894
5,5,1,5,2,0,10018,1886700,2,2,1972,3089,549,0,11,21028379
3,3,1,5,1,0,7692,955000,2,1,1974,1878,36,0,33,20914712
3,2,1,2,1,0,5616,1295000,2,1,1926,1733,758,0,4,21901206
4,3,0,2,2,0,10004,1500111,1,2,1987,2309,550,0,11,26001262
2,2,1,4,0,0,7200,849900,2,0,1930,1287,1691,0,11,21175639
6,4,1,5,2,0,8404,1240000,2,2,1998,3458,443,0,7,20853349
5,3,1,4,1,0,6300,995000,2,1,1978,2327,244,0,14,21125848
4,3,1,5,2,0,10195,1653500,2,3,1991,2974,1411,0,21,25993515
3,2,1,4,0,0,8550,888800,2,1,1917,1678,197,0,26,21467372
5,4,1,4,0,0,7130,1450000,2,1,1957,2750,109,0,39,22483158
5,4,0,6,2,0,12809,2100000,2,3,2017,3886,524,0,11,20989726
5,2,1,3,0,0,9120,916000,2,0,1954,2223,147,0,38,21366492
6,3,1,2,2,0,6178,1231500,2,2,2003,2664,459,0,13,21372122
5,2,1,2,0,0,7635,1165000,2,1,1967,2297,379,0,38,23270803
4,3,1,6,0,2,6805,1301000,2,2,1978,3041,0,0,12,21225571
6,4,1,5,0,1,8002,1475000,2,1,1960,2923,172,0,8,21329208
5,5,1,3,2,0,6837,1500000,2,1,2008,3500,332,0,13,21731620
4,3,1,5,1,0,37897,1775000,2,3,1966,3655,334,0,11,21749970
6,4,1,3,0,1,8516,1151000,2,2,1973,2492,0,0,17,23102214
5,3,1,2,1,0,7966,1050000,2,1,1928,2043,750,0,19,21963305
6,4,1,6,1,1,19711,1975000,2,2,1952,3373,404,0,20,21368882
4,3,1,4,0,0,8560,1500000,2,1,1961,2211,36,0,38,22383963
6,2,1,1,1,0,6095,1480000,2,1,1964,2060,305,0,18,22757080
6,3,0,5,1,0,6098,950000,2,0,1915,2705,834,0,19,21902244
4,2,1,3,0,1,15007,1150000,2,1,1971,2386,2386,0,10,23223590
3,4,0,2,2,0,5890,1411000,2,1,1989,2362,321,0,31,22431584
7,3,1,2,1,0,8243,1350000,2,1,1959,2677,288,0,12,25901246
5,3,1,5,3,0,9459,1160000,2,1,1940,2536,716,0,28,21576559
5,2,1,3,0,0,6575,785000,2,1,1969,2162,870,0,28,21718048
5,2,1,1,1,0,7645,1295000,2,2,1947,2457,0,0,2,21137561
6,3,1,2,2,0,6319,1420000,2,1,1979,2501,733,0,10,22753493
6,3,1,6,0,0,8400,1279000,2,1,1953,3162,105,0,12,21542323
7,3,1,2,0,1,7020,1380000,2,2,1974,2338,99,0,12,22090479
3,2,1,2,0,1,14798,1245000,2,1,1958,2484,347,0,11,23614310
5,4,1,4,0,0,16500,1048000,2,2,1940,2906,471,0,16,20935843
6,5,1,4,2,0,7158,1425000,2,1,2003,3916,557,0,38,22780655
4,2,1,4,0,0,6531,990000,2,1,1964,1687,0,0,27,22314510
6,3,0,5,2,0,9631,1171000,2,2,1971,2752,0,0,12,21677398
5,3,1,7,1,0,8750,1301000,2,2,1966,2669,285,0,15,21021159
5,4,0,4,0,2,10604,1860000,2,3,2010,3897,0,0,5,21336903
5,2,1,8,2,0,10275,1390000,2,2,1960,2346,641,0,12,22509313
4,3,1,5,0,1,5918,1349000,2,1,1912,2349,257,0,28,22119705
5,2,1,2,1,0,8450,1225000,2,1,1968,1833,301,0,27,22938725
4,2,1,4,1,0,6981,990000,2,2,1972,2325,0,0,27,21535598
4,3,1,2,0,0,6534,1100000,2,1,1955,2113,0,0,14,24089183
5,3,1,2,0,0,13081,1050000,2,1,1951,2207,325,0,18,22960415
2,2,1,1,1,0,6384,860000,2,1,1949,1612,879,0,39,24630379
5,3,0,4,2,0,6300,1330000,2,2,1994,2570,432,0,12,21348694
4,4,1,4,0,1,8045,1100000,2,3,1979,2558,212,0,14,23367934
7,3,0,4,2,0,9114,1535000,1,2,1980,3537,393,0,2,25628049
3,2,1,2,1,0,6384,1115000,2,1,1955,1683,245,0,28,23166319
5,4,1,3,0,0,9000,1050000,2,1,1972,2737,0,0,12,21210077
6,3,1,3,0,1,6600,1310000,2,1,1965,2780,0,0,9,22842671
4,2,1,6,1,0,8438,1300000,2,2,1958,1817,323,0,18,22386984
3,2,1,2,0,0,5250,999900,2,1,1963,2042,0,0,19,22560820
4,3,1,3,0,0,7526,1085000,2,2,1968,1979,0,0,10,22427582
4,3,1,3,0,1,8777,1150000,2,2,1975,2638,438,0,12,21846205
5,4,1,4,1,0,8244,1570000,2,2,2008,3387,1511,0,12,21592641
5,3,1,3,0,0,8400,1278000,2,1,1960,2548,52,0,18,21058729
7,5,0,4,1,0,10924,1380000,2,2,1987,2876,227,0,12,23510818
5,3,1,2,1,0,7100,1200000,2,1,1978,2521,0,0,17,21761147
5,3,1,4,2,0,9644,1220000,2,1,2005,2754,0,0,38,23374673
3,3,1,4,1,0,12177,1275000,2,1,1948,2058,1483,0,10,22797059
5,2,1,3,0,0,7200,1022000,2,1,1958,2160,192,0,9,20987588
5,4,1,5,2,0,7560,1530000,2,3,1990,3475,0,0,17,24230171
4,3,0,4,1,0,6070,1273000,2,2,1978,2264,247,0,16,24320581
5,2,1,8,0,0,12936,1251000,2,1,1965,2143,956,0,33,22855919
5,3,1,4,2,0,9053,1400000,2,2,1981,2687,0,0,13,22078369
5,3,1,4,0,1,6005,1090000,2,1,1976,1979,655,0,12,24282784
5,2,1,3,0,0,5750,1290000,2,1,1937,2055,469,0,28,24611544
5,4,1,3,2,0,9266,1380000,2,2,1976,3210,386,0,15,20883697
4,2,1,4,1,0,6900,1125000,2,1,1922,2014,382,0,28,21737122
6,5,1,8,3,0,9612,2010000,2,1,2021,3816,892,0,38,22080105
3,2,0,4,0,0,8659,933000,2,1,1955,1800,708,0,32,21303139
5,2,1,3,1,0,8500,1055000,2,2,1960,2839,845,0,19,23704992
4,4,1,5,1,0,6900,1222500,2,1,1922,2891,784,0,28,21442909
5,3,1,4,0,0,9000,1200000,2,2,1986,2868,385,0,14,21053905
4,3,0,4,1,0,12814,1706001,2,2,1964,3188,0,0,11,23719321
3,2,1,4,1,0,8761,895000,2,1,1967,1658,221,0,32,21455143
4,2,1,2,0,0,2500,778900,2,1,1948,1510,0,0,26,21495697
3,3,0,2,2,0,6023,1390000,1,2,1985,2170,381,0,17,26102463
3,3,1,1,0,1,9933,930000,2,2,1940,1600,300,0,16,23793684
4,2,1,6,2,0,8571,1075000,2,2,1962,2746,0,0,14,24676261
4,2,1,3,0,1,4922,990000,2,1,1984,1958,230,0,33,22279767
4,3,1,4,2,0,11944,1218000,2,2,1955,2058,701,0,38,23418190
4,2,1,4,0,0,8550,849900,2,0,1951,1909,104,0,39,20910831
4,2,1,1,0,0,4356,649999,2,0,1912,1500,0,0,39,20815290
3,3,0,1,1,0,6015,1905000,1,1,2023,2250,140,0,1,25986211
4,3,1,3,0,2,12327,1375000,2,2,1975,3532,159,0,7,23306532
7,4,1,3,2,0,7016,1520000,2,2,1961,3251,571,0,18,21981239
3,2,1,4,1,0,7841,1025000,2,2,1965,1992,576,0,15,21165706
5,4,0,4,2,0,8988,1451000,2,1,1998,2706,506,0,10,21176752
5,4,1,6,2,0,8482,1399900,2,2,1991,3302,0,0,12,21003157
5,2,0,1,1,0,16700,1800000,2,2,1949,2759,1053,0,23,22009154
4,2,1,3,1,0,8568,1106000,2,1,1959,2072,306,0,10,26054195
3,3,1,2,1,0,9375,1499900,2,1,1911,2477,439,0,3,23776632
5,3,1,2,1,0,7386,940000,2,1,1974,2132,0,0,27,21241164
4,2,1,2,0,0,6600,1240000,2,1,1952,1997,0,0,3,21328451
5,2,1,2,0,0,6638,1435000,2,1,1954,2146,0,0,9,22544456
5,4,1,6,1,2,13050,1235000,2,1,1996,2517,0,0,39,23886435
4,2,1,3,1,0,9800,1542500,1,1,1951,2828,584,0,2,26054172
3,3,0,5,3,0,7464,1202000,1,2,1986,1750,948,0,14,26221573
2,2,1,2,0,0,6539,620000,2,0,1930,1622,906,0,27,20883677
3,2,1,2,1,0,7132,1100000,2,1,1952,1553,545,0,18,22934081
3,2,1,6,1,1,5630,920000,2,1,1917,1763,496,0,39,23142475
6,3,1,4,2,0,7632,1370000,2,2,2005,3117,432,0,38,25539153
4,2,1,5,0,0,4560,905000,2,1,1938,1868,0,0,28,22913610
4,3,0,3,0,1,5933,980000,2,1,1976,2326,0,0,39,21974445
5,3,1,4,0,2,9184,1240000,2,2,1977,2238,0,0,12,21939652
5,3,1,6,1,0,11848,1150000,2,0,1995,2482,446,0,11,24304937
5,3,0,4,0,1,8983,1525000,2,1,1983,2340,581,0,22,22751567
5,2,1,2,1,0,6000,1265000,2,1,1965,1964,0,0,18,22310311
5,3,0,4,2,0,6008,1200000,2,1,1991,2621,0,0,38,21053378
4,3,1,4,2,0,10217,1360000,2,3,1960,3237,606,0,12,21140204
3,2,1,4,0,0,6528,852000,2,1,1949,2028,275,0,28,21032147
5,3,1,6,2,0,6617,1250000,2,2,2000,2755,458,0,13,20957830
4,3,1,6,2,0,7166,1175000,2,2,1984,2867,0,0,17,25896148
5,2,0,2,0,0,8580,1140000,2,1,1965,1942,145,0,10,22239528
4,4,1,4,2,0,9311,1700000,2,3,2004,4034,515,0,38,22142381
4,2,1,3,0,0,6254,1002000,2,1,1963,2180,0,0,10,22424245
4,2,1,3,0,0,8377,961000,2,1,1944,2300,457,0,39,22284869
5,3,1,5,1,0,6000,1415000,2,1,1958,2290,78,0,9,22469408
6,4,1,6,2,0,8184,1385000,2,2,1979,2418,68,0,13,22159579
5,2,1,2,1,0,6350,1050000,2,0,1957,2025,798,0,26,23255787
4,2,1,2,0,0,8944,979900,2,1,1955,1986,189,0,10,21139465
3,2,1,2,0,0,15246,895000,2,1,1960,2278,0,0,24,21237528
4,3,1,2,1,0,7800,1575000,2,1,1953,2278,695,0,2,24577327
6,3,1,3,0,0,9556,1164000,2,1,1953,2882,393,0,10,20987031
6,2,1,2,1,0,9223,1200000,2,2,1965,2692,814,0,12,23706333
6,3,1,1,0,0,5880,1080000,2,1,1964,2132,120,0,18,20942113
4,3,1,2,1,1,6910,1415000,2,2,1949,1829,282,0,18,22401142
6,3,1,6,1,1,10501,1785000,2,1,1962,2502,588,0,17,22469642
4,3,1,5,1,0,5950,935000,2,1,1977,1955,594,0,19,26022619
3,2,1,2,0,0,6600,860000,2,0,1914,1361,130,0,9,21305613
6,5,1,4,2,0,6000,1350000,2,1,2016,2492,1254,0,19,21410170
4,2,1,2,0,0,5600,830000,2,1,1948,2183,97,0,39,20936778
7,4,1,6,0,2,7263,1045000,2,2,1968,3142,0,0,12,21306058
5,3,1,2,1,0,5350,1697000,2,1,1938,2818,457,0,0,24678545
6,2,1,2,0,1,6312,840000,2,0,1950,2370,79,0,37,20888177
3,2,1,4,0,1,7953,876543,2,1,1962,2052,516,0,31,21142596
4,3,1,2,0,1,6129,975000,2,2,1972,2657,0,0,16,21808904
5,4,0,2,2,0,9148,1741350,2,2,2013,3601,488,0,7,21028746
4,2,1,3,1,0,7154,786000,2,1,1971,1836,314,0,39,21581753
4,3,0,2,1,0,10826,1826889,2,0,1967,2422,460,0,10,22379464
7,3,1,1,1,0,6329,1300000,2,2,1977,3098,3098,0,12,21410234
6,3,1,4,0,0,26571,1115000,2,1,1903,3362,2094,0,29,21667641
4,3,1,6,3,0,14400,1070000,2,0,1925,2266,507,0,22,21384454
5,3,1,2,0,0,6384,1020000,2,1,1988,2364,130,0,27,21224467
3,3,1,2,1,0,5750,1500000,2,2,1941,2451,362,0,0,22595128
5,4,0,4,2,0,7230,1306000,2,1,1990,2783,444,0,38,21694738
5,3,1,3,1,0,7560,1225500,2,1,1947,2783,1123,0,16,24710433
3,2,1,1,1,0,8125,1425000,2,2,1945,1994,767,0,2,21222599
5,4,1,4,2,1,7209,1248800,2,1,1920,3434,101,0,11,20650644
4,2,1,4,0,0,5600,1050000,2,1,1940,1857,1016,0,39,22671351
4,2,1,4,1,2,9667,950000,1,2,1951,2160,0,0,10,25708303
5,3,1,4,1,0,7500,1799000,2,1,1960,2819,361,0,3,21539490
4,2,1,3,0,0,6650,970000,2,1,1947,2071,305,0,39,24246577
5,3,1,1,0,0,7000,1325000,2,1,1954,2450,63,0,9,21358516
6,4,1,2,2,0,7611,1527500,2,2,1993,3201,488,0,12,21822240
6,2,1,4,2,0,8640,1090000,2,1,1943,2971,0,0,16,24420954
5,2,1,4,0,0,6600,1101500,2,1,1920,2725,57,0,28,22031117
5,4,1,7,1,0,11780,1830733,2,1,1961,2328,0,0,2,21809856
6,3,0,6,2,0,9972,1450000,1,2,1986,3087,443,0,12,25971726
4,3,1,3,1,0,6019,960000,2,1,1978,2167,235,0,12,21251849
4,2,1,4,0,0,7040,1065000,2,1,1954,2525,0,0,39,23629906
5,3,1,2,1,0,7703,1080000,2,2,1965,2748,1483,0,18,23522167
9,4,1,5,1,0,7339,1401000,2,1,1963,2580,180,0,12,24617162
6,4,1,2,0,0,6650,1400000,2,1,1932,3447,1208,0,28,21227941
4,3,1,4,2,0,10015,1610000,2,2,1989,2910,460,0,11,22918254
4,4,0,3,2,0,5574,1410000,2,1,2021,2187,437,0,16,22079631
5,3,1,3,1,0,6000,1261000,2,0,1976,2079,106,0,12,22080881
5,3,1,2,0,0,6993,1300000,2,1,1968,2133,165,0,12,22662966
4,4,0,5,2,0,5262,1895000,2,1,2010,3116,543,0,13,24382302
4,2,1,3,0,0,5220,950000,2,1,1964,2310,561,0,19,25805991
4,3,1,4,0,0,6544,930000,2,0,1932,1864,147,0,28,23662879
6,4,1,4,0,1,6694,1190000,2,2,1974,2800,613,0,16,22935499
6,2,1,3,0,0,6514,1128000,2,1,1964,2296,213,0,18,21020754
4,3,1,3,1,0,6360,1185000,2,2,1977,2405,349,0,9,23110289
5,3,1,5,0,0,14710,1880000,2,2,1965,3610,413,0,23,21331927
6,5,1,5,2,0,10010,1400000,2,1,1953,3487,689,0,12,21511731
4,3,1,2,1,0,6000,1500000,2,1,1924,2654,619,0,3,22787373
6,5,0,6,2,0,7253,1670000,2,1,2016,2887,0,0,12,25487627
3,2,1,2,1,0,4992,1190000,2,1,1913,1863,0,0,3,21350648
6,3,1,4,0,1,6856,1405000,2,2,1968,2065,490,0,15,24406722
5,0,1,2,0,0,8250,1300000,2,1,1945,1546,780,0,2,21294732
4,2,1,1,0,0,6000,1275000,2,1,1956,2067,97,0,9,24109445
5,2,1,4,0,2,26572,1950000,2,1,1962,2553,198,0,8,22534561
3,3,1,2,2,0,10016,1699000,1,2,1988,4076,466,0,20,25992063
5,4,0,4,2,0,6086,1988000,2,1,2018,2665,428,0,12,22393368
5,3,1,5,1,0,13486,1630000,2,2,1949,3275,392,0,20,20978340
5,2,1,2,0,1,8400,1285000,2,2,1962,2389,560,0,14,22849377
4,3,1,2,0,0,7050,970000,2,1,1952,2115,185,0,19,24343777
7,4,1,5,3,0,15446,1550000,2,2,1966,4965,1230,0,11,21241186
3,2,1,2,0,0,5815,859000,2,1,1939,2370,319,0,9,21495430
